datetime,open,high,low,close,volume
2023-12-14 21:43:%00,16555.50,16557.75,16555.50,16557.75,10
2023-12-14 21:44:%00,16557.00,16557.75,16556.50,16556.50,6
2023-12-14 21:45:%00,16556.00,16557.75,16556.00,16556.50,5
2023-12-14 21:46:%00,16556.50,16556.50,16554.00,16555.50,6
2023-12-14 21:49:%00,16557.50,16557.75,16557.50,16557.75,2
2023-12-14 21:50:%00,16557.00,16558.50,16557.00,16557.50,5
2023-12-14 21:51:%00,16556.75,16557.75,16556.75,16556.75,4
2023-12-14 21:52:%00,16557.25,16558.25,16556.75,16556.75,4
2023-12-14 21:53:%00,16557.00,16557.25,16556.75,16557.25,3
2023-12-14 21:54:%00,16556.50,16557.00,16555.00,16555.00,9
2023-12-14 21:55:%00,16556.50,16556.50,16556.50,16556.50,1
2023-12-14 21:56:%00,16555.50,16556.00,16554.25,16556.00,6
2023-12-14 21:57:%00,16557.00,16562.25,16557.00,16560.75,20
2023-12-14 21:58:%00,16560.50,16560.50,16560.25,16560.25,2
2023-12-14 21:59:%00,16561.00,16562.25,16561.00,16562.25,4
2023-12-14 22:00:%00,16562.75,16563.75,16562.75,16563.00,6
2023-12-14 22:01:%00,16561.50,16561.50,16560.75,16560.75,2
2023-12-14 22:02:%00,16561.50,16563.00,16561.25,16562.50,24
2023-12-14 22:03:%00,16561.75,16561.75,16559.25,16561.00,23
2023-12-14 22:04:%00,16561.25,16562.50,16558.50,16562.00,23
2023-12-14 22:05:%00,16561.75,16563.25,16561.25,16562.50,27
2023-12-14 22:06:%00,16562.75,16562.75,16560.00,16560.00,11
2023-12-14 22:07:%00,16561.00,16561.50,16561.00,16561.50,3
2023-12-14 22:08:%00,16561.50,16563.75,16561.50,16563.75,13
2023-12-14 22:09:%00,16563.00,16563.00,16561.75,16562.50,10
2023-12-14 22:10:%00,16562.75,16562.75,16561.50,16562.75,8
2023-12-14 22:11:%00,16562.75,16563.00,16560.75,16563.00,7
2023-12-14 22:12:%00,16562.50,16563.75,16562.50,16563.75,6
2023-12-14 22:13:%00,16563.50,16564.50,16563.50,16564.50,5
2023-12-14 22:14:%00,16564.25,16564.50,16564.25,16564.50,2
2023-12-14 22:15:%00,16563.75,16564.25,16562.50,16564.25,6
2023-12-14 22:16:%00,16563.00,16563.00,16562.25,16562.25,4
2023-12-14 22:17:%00,16563.00,16564.00,16562.50,16563.25,4
2023-12-14 22:20:%00,16563.25,16564.00,16562.75,16564.00,7
2023-12-14 22:21:%00,16563.25,16563.25,16563.25,16563.25,1
2023-12-14 22:22:%00,16563.50,16563.50,16563.50,16563.50,1
2023-12-14 22:23:%00,16563.00,16563.00,16560.00,16560.00,8
2023-12-14 22:24:%00,16561.00,16561.00,16560.00,16560.00,4
2023-12-14 22:25:%00,16560.00,16560.50,16560.00,16560.50,1
2023-12-14 22:26:%00,16561.00,16561.00,16561.00,16561.00,1
2023-12-14 22:28:%00,16561.00,16562.00,16560.00,16562.00,6
2023-12-14 22:29:%00,16563.00,16563.50,16562.50,16562.50,6
2023-12-14 22:30:%00,16561.75,16561.75,16561.50,16561.50,2
2023-12-14 22:31:%00,16561.50,16562.50,16561.50,16562.50,3
2023-12-14 22:32:%00,16561.25,16561.25,16561.25,16561.25,1
2023-12-14 22:34:%00,16561.25,16561.25,16561.25,16561.25,0
2023-12-14 22:36:%00,16562.25,16562.75,16562.25,16562.75,3
2023-12-14 22:37:%00,16562.50,16562.50,16562.50,16562.50,1
2023-12-14 22:38:%00,16562.75,16562.75,16562.75,16562.75,1
2023-12-14 22:39:%00,16561.75,16561.75,16561.75,16561.75,1
2023-12-14 22:40:%00,16561.50,16561.50,16561.25,16561.25,2
2023-12-14 22:41:%00,16562.50,16562.50,16562.50,16562.50,1
2023-12-14 22:42:%00,16562.25,16563.00,16562.25,16563.00,5
2023-12-14 22:43:%00,16562.75,16563.00,16562.75,16563.00,2
2023-12-14 22:44:%00,16562.25,16562.75,16562.00,16562.00,3
2023-12-14 22:45:%00,16562.75,16562.75,16562.00,16562.00,2
2023-12-14 22:46:%00,16561.00,16561.00,16561.00,16561.00,1
2023-12-14 22:47:%00,16561.00,16561.00,16561.00,16561.00,0
2023-12-14 22:48:%00,16561.00,16561.00,16559.50,16559.50,2
2023-12-14 22:49:%00,16559.50,16559.75,16559.50,16559.75,1
2023-12-14 22:50:%00,16560.00,16560.25,16559.25,16560.25,7
2023-12-14 22:51:%00,16559.25,16559.50,16559.00,16559.00,3
2023-12-14 22:52:%00,16559.00,16559.50,16558.75,16559.50,2
2023-12-14 22:53:%00,16559.00,16559.00,16559.00,16559.00,1
2023-12-14 22:54:%00,16558.75,16559.50,16558.75,16559.50,2
2023-12-14 22:55:%00,16558.75,16558.75,16558.00,16558.00,5
2023-12-14 22:56:%00,16558.50,16559.00,16558.50,16559.00,2
2023-12-14 22:57:%00,16559.00,16600.00,16559.00,16600.00,5
2023-12-14 22:59:%00,16561.75,16563.00,16561.50,16561.50,3
2023-12-14 23:00:%00,16561.25,16561.75,16561.00,16561.75,4
2023-12-14 23:01:%00,16561.00,16561.00,16560.75,16560.75,2
2023-12-14 23:02:%00,16560.75,16560.75,16560.75,16560.75,0
2023-12-14 23:03:%00,16560.25,16560.50,16560.25,16560.50,2
2023-12-14 23:04:%00,16559.25,16559.25,16559.25,16559.25,1
2023-12-14 23:05:%00,16559.25,16559.25,16559.25,16559.25,0
2023-12-14 23:06:%00,16558.75,16558.75,16557.75,16557.75,4
2023-12-14 23:07:%00,16559.25,16559.25,16558.50,16559.25,7
2023-12-14 23:08:%00,16560.00,16561.00,16558.50,16561.00,7
2023-12-14 23:09:%00,16562.75,16564.50,16562.75,16563.75,10
2023-12-14 23:10:%00,16562.75,16562.75,16562.25,16562.25,2
2023-12-14 23:11:%00,16560.75,16560.75,16560.75,16560.75,1
2023-12-14 23:12:%00,16557.00,16557.75,16557.00,16557.00,3
2023-12-14 23:13:%00,16558.50,16560.50,16557.50,16557.50,5
2023-12-14 23:15:%00,16559.75,16560.00,16559.75,16560.00,2
2023-12-14 23:17:%00,16560.75,16561.00,16560.75,16561.00,2
2023-12-14 23:18:%00,16560.00,16560.00,16559.25,16560.00,4
2023-12-14 23:19:%00,16558.00,16559.00,16558.00,16558.50,3
2023-12-14 23:20:%00,16558.00,16559.25,16558.00,16558.25,7
2023-12-14 23:21:%00,16558.25,16558.25,16555.00,16555.00,8
2023-12-14 23:22:%00,16553.75,16554.00,16550.25,16552.75,16
2023-12-14 23:23:%00,16555.75,16555.75,16555.75,16555.75,1
2023-12-14 23:24:%00,16555.75,16556.25,16555.75,16555.75,3
2023-12-14 23:25:%00,16555.75,16555.75,16554.75,16555.25,5
2023-12-14 23:26:%00,16554.25,16554.25,16554.25,16554.25,1
2023-12-14 23:27:%00,16554.25,16555.00,16554.25,16555.00,1
2023-12-14 23:28:%00,16555.00,16556.00,16555.00,16556.00,1
2023-12-14 23:29:%00,16557.00,16559.00,16557.00,16559.00,6
2023-12-14 23:30:%00,16556.00,16556.00,16556.00,16556.00,1
2023-12-14 23:31:%00,16555.00,16555.50,16555.00,16555.00,3
2023-12-14 23:32:%00,16555.00,16555.00,16555.00,16555.00,0
2023-12-14 23:33:%00,16554.50,16554.50,16553.75,16553.75,2
2023-12-14 23:34:%00,16553.00,16553.00,16552.00,16552.00,2
2023-12-14 23:35:%00,16551.75,16551.75,16549.00,16551.25,52
2023-12-14 23:36:%00,16551.25,16553.75,16550.75,16553.75,5
2023-12-14 23:37:%00,16554.00,16554.00,16553.50,16553.75,4
2023-12-14 23:38:%00,16552.50,16552.50,16551.00,16551.00,3
2023-12-14 23:39:%00,16551.00,16551.00,16550.25,16550.25,2
2023-12-14 23:40:%00,16550.00,16551.50,16549.25,16551.50,12
2023-12-14 23:41:%00,16551.75,16552.25,16551.75,16552.00,3
2023-12-14 23:42:%00,16551.50,16552.25,16550.75,16551.75,7
2023-12-14 23:43:%00,16553.25,16554.00,16553.25,16554.00,2
2023-12-14 23:45:%00,16553.25,16553.25,16553.25,16553.25,1
2023-12-14 23:46:%00,16554.00,16554.00,16554.00,16554.00,1
2023-12-14 23:47:%00,16556.00,16556.00,16554.75,16554.75,3
2023-12-14 23:48:%00,16555.25,16556.25,16555.25,16556.25,4
2023-12-14 23:49:%00,16557.25,16557.25,16557.00,16557.00,2
2023-12-14 23:52:%00,16558.25,16560.00,16558.25,16559.75,4
2023-12-14 23:53:%00,16559.75,16560.50,16559.50,16560.50,2
2023-12-14 23:54:%00,16560.25,16560.75,16560.25,16560.75,2
2023-12-14 23:55:%00,16560.50,16562.00,16560.50,16560.50,4
2023-12-14 23:56:%00,16562.00,16562.50,16562.00,16562.50,3
2023-12-14 23:57:%00,16564.00,16564.50,16561.75,16563.50,16
2023-12-14 23:58:%00,16563.50,16565.00,16562.50,16564.25,26
2023-12-14 23:59:%00,16564.25,16564.75,16562.50,16563.25,19
2023-12-15 00:00:%00,16560.50,16561.50,16554.00,16557.00,31
2023-12-15 00:01:%00,16556.75,16556.75,16555.50,16556.25,15
2023-12-15 00:02:%00,16556.00,16557.50,16554.75,16557.50,14
2023-12-15 00:03:%00,16557.50,16558.00,16557.25,16557.50,7
2023-12-15 00:04:%00,16555.75,16555.75,16555.50,16555.50,2
2023-12-15 00:05:%00,16555.75,16557.00,16555.75,16557.00,5
2023-12-15 00:06:%00,16558.50,16559.50,16558.50,16559.50,3
2023-12-15 00:07:%00,16559.75,16559.75,16559.75,16559.75,1
2023-12-15 00:08:%00,16561.25,16561.50,16561.00,16561.25,4
2023-12-15 00:09:%00,16560.00,16560.00,16559.25,16560.00,4
2023-12-15 00:11:%00,16557.50,16557.50,16557.50,16557.50,1
2023-12-15 00:12:%00,16555.75,16556.75,16555.75,16556.75,3
2023-12-15 00:13:%00,16556.25,16557.75,16556.25,16557.50,3
2023-12-15 00:14:%00,16556.25,16557.50,16556.25,16557.50,2
2023-12-15 00:15:%00,16556.50,16556.50,16556.50,16556.50,1
2023-12-15 00:17:%00,16557.00,16557.00,16553.50,16553.75,19
2023-12-15 00:18:%00,16553.00,16555.00,16552.75,16555.00,19
2023-12-15 00:20:%00,16554.25,16554.25,16554.25,16554.25,1
2023-12-15 00:21:%00,16553.25,16555.75,16553.25,16555.75,4
2023-12-15 00:22:%00,16555.00,16555.50,16555.00,16555.50,2
2023-12-15 00:23:%00,16555.00,16555.00,16555.00,16555.00,1
2023-12-15 00:24:%00,16554.75,16554.75,16554.75,16554.75,1
2023-12-15 00:25:%00,16554.50,16554.50,16553.75,16553.75,3
2023-12-15 00:26:%00,16555.75,16555.75,16555.75,16555.75,1
2023-12-15 00:27:%00,16555.50,16555.50,16555.50,16555.50,1
2023-12-15 00:28:%00,16555.50,16555.50,16555.50,16555.50,0
2023-12-15 00:29:%00,16556.00,16556.00,16555.00,16555.00,2
2023-12-15 00:31:%00,16557.00,16557.00,16556.25,16556.25,3
2023-12-15 00:33:%00,16557.25,16559.50,16556.50,16559.25,9
2023-12-15 00:34:%00,16558.50,16558.50,16558.50,16558.50,1
2023-12-15 00:35:%00,16558.25,16558.25,16558.25,16558.25,1
2023-12-15 00:37:%00,16557.25,16557.75,16557.00,16557.00,3
2023-12-15 00:38:%00,16555.75,16555.75,16555.75,16555.75,1
2023-12-15 00:39:%00,16555.75,16555.75,16555.75,16555.75,0
2023-12-15 00:40:%00,16556.00,16556.25,16556.00,16556.25,2
2023-12-15 00:42:%00,16558.00,16558.00,16558.00,16558.00,1
2023-12-15 00:45:%00,16558.00,16558.00,16557.00,16557.00,1
2023-12-15 00:46:%00,16555.50,16555.50,16554.25,16554.25,3
2023-12-15 00:47:%00,16557.00,16557.00,16557.00,16557.00,1
2023-12-15 00:49:%00,16556.50,16556.50,16556.50,16556.50,1
2023-12-15 00:51:%00,16557.50,16559.75,16557.50,16559.75,3
2023-12-15 00:52:%00,16559.00,16559.00,16559.00,16559.00,1
2023-12-15 00:54:%00,16560.00,16560.75,16559.00,16559.25,5
2023-12-15 00:55:%00,16556.75,16558.25,16556.50,16558.25,4
2023-12-15 00:56:%00,16558.00,16558.00,16557.25,16557.25,4
2023-12-15 00:57:%00,16556.75,16556.75,16556.25,16556.25,3
2023-12-15 00:58:%00,16556.25,16556.25,16555.25,16556.25,4
2023-12-15 00:59:%00,16556.50,16557.25,16556.50,16557.25,2
2023-12-15 01:00:%00,16557.25,16559.50,16557.25,16559.50,2
2023-12-15 01:01:%00,16560.75,16561.50,16558.50,16560.75,6
2023-12-15 01:02:%00,16559.25,16560.00,16559.25,16560.00,2
2023-12-15 01:03:%00,16561.75,16561.75,16561.00,16561.25,3
2023-12-15 01:04:%00,16562.25,16562.75,16561.75,16561.75,6
2023-12-15 01:05:%00,16562.00,16564.00,16562.00,16563.75,21
2023-12-15 01:06:%00,16564.00,16566.25,16564.00,16566.25,17
2023-12-15 01:07:%00,16566.00,16566.75,16564.00,16564.75,27
2023-12-15 01:08:%00,16565.00,16567.00,16564.25,16566.50,15
2023-12-15 01:09:%00,16565.75,16569.50,16565.75,16567.75,29
2023-12-15 01:10:%00,16568.50,16573.00,16568.25,16571.50,25
2023-12-15 01:11:%00,16569.00,16569.50,16568.75,16569.25,5
2023-12-15 01:12:%00,16569.25,16572.00,16568.50,16572.00,11
2023-12-15 01:13:%00,16572.00,16572.00,16570.00,16570.75,6
2023-12-15 01:14:%00,16570.75,16571.25,16570.75,16571.25,3
2023-12-15 01:15:%00,16572.00,16572.25,16570.25,16571.25,10
2023-12-15 01:16:%00,16570.75,16571.75,16570.75,16570.75,3
2023-12-15 01:17:%00,16572.00,16575.75,16571.75,16574.25,12
2023-12-15 01:18:%00,16575.25,16575.25,16574.50,16574.50,4
2023-12-15 01:19:%00,16574.50,16574.50,16573.00,16573.00,7
2023-12-15 01:20:%00,16574.00,16574.50,16573.25,16574.50,4
2023-12-15 01:21:%00,16574.25,16574.75,16572.75,16572.75,6
2023-12-15 01:22:%00,16573.25,16575.50,16573.25,16575.00,7
2023-12-15 01:23:%00,16575.00,16575.00,16574.50,16574.50,1
2023-12-15 01:24:%00,16573.00,16573.50,16572.75,16573.50,3
2023-12-15 01:25:%00,16573.75,16575.75,16573.75,16575.00,5
2023-12-15 01:26:%00,16576.00,16576.00,16575.75,16575.75,2
2023-12-15 01:27:%00,16576.00,16578.75,16575.75,16578.25,6
2023-12-15 01:28:%00,16579.00,16579.50,16575.00,16576.00,10
2023-12-15 01:29:%00,16576.00,16579.00,16576.00,16579.00,5
2023-12-15 01:30:%00,16577.50,16579.50,16577.00,16579.50,10
2023-12-15 01:31:%00,16578.50,16579.25,16578.25,16579.25,5
2023-12-15 01:32:%00,16578.75,16581.25,16578.50,16581.00,15
2023-12-15 01:33:%00,16581.00,16582.00,16581.00,16582.00,2
2023-12-15 01:34:%00,16580.50,16582.00,16580.50,16582.00,3
2023-12-15 01:35:%00,16582.00,16582.00,16581.25,16581.50,6
2023-12-15 01:36:%00,16581.25,16582.50,16581.25,16581.75,7
2023-12-15 01:37:%00,16581.25,16581.25,16581.00,16581.00,2
2023-12-15 01:38:%00,16582.50,16583.00,16582.50,16582.50,3
2023-12-15 01:39:%00,16582.00,16582.50,16581.75,16582.00,4
2023-12-15 01:40:%00,16581.25,16582.75,16581.25,16582.75,5
2023-12-15 01:41:%00,16582.00,16582.00,16581.00,16581.00,4
2023-12-15 01:42:%00,16581.75,16582.25,16581.25,16581.25,8
2023-12-15 01:43:%00,16582.75,16585.50,16582.75,16584.25,8
2023-12-15 01:44:%00,16584.00,16584.50,16584.00,16584.50,2
2023-12-15 01:45:%00,16585.25,16585.25,16583.50,16583.50,4
2023-12-15 01:46:%00,16584.50,16584.75,16584.00,16584.00,5
2023-12-15 01:47:%00,16585.00,16585.00,16585.00,16585.00,1
2023-12-15 01:48:%00,16585.00,16585.00,16584.50,16584.50,1
2023-12-15 01:49:%00,16586.00,16586.00,16586.00,16586.00,1
2023-12-15 01:50:%00,16584.75,16584.75,16584.75,16584.75,1
2023-12-15 01:51:%00,16584.75,16584.75,16584.75,16584.75,0
2023-12-15 01:52:%00,16584.75,16584.75,16584.75,16584.75,0
2023-12-15 01:53:%00,16584.75,16584.75,16584.75,16584.75,0
2023-12-15 01:54:%00,16586.25,16586.25,16584.75,16584.75,3
2023-12-15 01:55:%00,16586.75,16587.00,16585.50,16585.50,3
2023-12-15 01:56:%00,16586.75,16587.00,16586.75,16587.00,2
2023-12-15 01:57:%00,16587.50,16590.00,16587.50,16588.75,16
2023-12-15 01:58:%00,16588.00,16589.75,16587.00,16589.75,6
2023-12-15 01:59:%00,16590.00,16590.00,16589.00,16589.00,4
2023-12-15 02:00:%00,16587.50,16587.50,16585.00,16585.00,10
2023-12-15 02:01:%00,16584.00,16586.00,16584.00,16586.00,4
2023-12-15 02:02:%00,16587.25,16587.50,16584.25,16584.25,10
2023-12-15 02:03:%00,16586.00,16586.00,16583.25,16583.50,4
2023-12-15 02:04:%00,16586.00,16587.50,16586.00,16587.25,4
2023-12-15 02:05:%00,16586.75,16587.25,16585.50,16587.00,5
2023-12-15 02:06:%00,16585.75,16588.50,16585.75,16587.50,3
2023-12-15 02:07:%00,16586.00,16586.00,16586.00,16586.00,1
2023-12-15 02:08:%00,16585.75,16585.75,16585.75,16585.75,1
2023-12-15 02:09:%00,16587.00,16588.25,16587.00,16587.75,3
2023-12-15 02:10:%00,16588.75,16588.75,16586.50,16586.50,2
2023-12-15 02:12:%00,16586.00,16586.00,16583.50,16584.50,7
2023-12-15 02:13:%00,16585.25,16586.25,16585.25,16586.25,2
2023-12-15 02:14:%00,16583.50,16583.50,16580.75,16581.50,16
2023-12-15 02:15:%00,16582.25,16584.25,16580.25,16583.50,17
2023-12-15 02:16:%00,16585.25,16585.25,16584.50,16584.50,2
2023-12-15 02:18:%00,16585.25,16585.25,16585.25,16585.25,1
2023-12-15 02:19:%00,16584.00,16584.00,16583.50,16583.75,3
2023-12-15 02:20:%00,16584.00,16584.00,16580.50,16580.75,7
2023-12-15 02:21:%00,16580.75,16580.75,16578.75,16578.75,8
2023-12-15 02:22:%00,16579.25,16580.00,16579.00,16580.00,7
2023-12-15 02:23:%00,16580.00,16580.00,16577.50,16579.00,6
2023-12-15 02:24:%00,16578.50,16580.00,16578.25,16579.50,4
2023-12-15 02:25:%00,16579.25,16580.75,16579.25,16580.75,2
2023-12-15 02:26:%00,16579.50,16580.75,16578.75,16580.75,6
2023-12-15 02:27:%00,16579.25,16581.00,16579.25,16581.00,3
2023-12-15 02:28:%00,16583.00,16583.50,16580.25,16581.00,7
2023-12-15 02:29:%00,16578.50,16579.00,16576.75,16576.75,10
2023-12-15 02:30:%00,16578.25,16580.75,16578.25,16580.00,5
2023-12-15 02:31:%00,16581.00,16581.00,16577.50,16577.50,4
2023-12-15 02:32:%00,16577.75,16580.75,16577.25,16580.75,4
2023-12-15 02:33:%00,16580.00,16583.50,16580.00,16582.75,8
2023-12-15 02:34:%00,16583.75,16583.75,16581.50,16581.50,4
2023-12-15 02:35:%00,16580.25,16580.25,16576.50,16576.50,3
2023-12-15 02:36:%00,16576.50,16577.00,16574.00,16576.25,14
2023-12-15 02:37:%00,16574.00,16574.50,16572.50,16572.50,10
2023-12-15 02:38:%00,16573.25,16575.75,16573.25,16575.75,4
2023-12-15 02:40:%00,16576.00,16578.00,16576.00,16577.75,5
2023-12-15 02:41:%00,16579.25,16579.50,16578.75,16579.50,5
2023-12-15 02:42:%00,16579.75,16583.25,16579.75,16582.00,7
2023-12-15 02:43:%00,16582.00,16584.50,16582.00,16584.00,5
2023-12-15 02:44:%00,16584.25,16584.75,16580.50,16582.50,10
2023-12-15 02:45:%00,16580.25,16580.25,16579.25,16580.25,5
2023-12-15 02:46:%00,16582.25,16582.50,16582.25,16582.50,2
2023-12-15 02:47:%00,16579.00,16580.50,16579.00,16580.50,5
2023-12-15 02:49:%00,16579.25,16579.25,16579.25,16579.25,1
2023-12-15 02:50:%00,16577.00,16580.50,16575.75,16580.50,7
2023-12-15 02:51:%00,16579.75,16580.50,16579.25,16580.50,5
2023-12-15 02:52:%00,16580.50,16582.50,16580.50,16582.50,3
2023-12-15 02:53:%00,16582.25,16584.25,16582.25,16584.25,10
2023-12-15 02:54:%00,16584.25,16586.75,16584.25,16585.75,12
2023-12-15 02:55:%00,16587.00,16587.25,16586.25,16586.50,6
2023-12-15 02:56:%00,16587.00,16588.50,16587.00,16587.00,10
2023-12-15 02:57:%00,16587.00,16587.00,16587.00,16587.00,0
2023-12-15 02:58:%00,16587.50,16589.00,16585.75,16589.00,13
2023-12-15 02:59:%00,16588.00,16591.50,16588.00,16590.75,32
2023-12-15 03:00:%00,16590.50,16591.25,16587.00,16587.00,18
2023-12-15 03:01:%00,16587.25,16589.75,16585.25,16586.50,22
2023-12-15 03:02:%00,16586.00,16589.25,16586.00,16587.25,37
2023-12-15 03:03:%00,16587.25,16587.25,16584.75,16587.00,19
2023-12-15 03:04:%00,16586.75,16586.75,16584.25,16585.25,8
2023-12-15 03:05:%00,16584.25,16588.75,16583.50,16588.75,19
2023-12-15 03:06:%00,16588.00,16589.50,16587.75,16589.25,16
2023-12-15 03:07:%00,16588.75,16590.50,16588.00,16590.50,11
2023-12-15 03:08:%00,16590.50,16591.25,16589.25,16590.25,11
2023-12-15 03:09:%00,16590.25,16590.75,16589.25,16590.75,15
2023-12-15 03:10:%00,16591.00,16595.00,16591.00,16594.50,60
2023-12-15 03:11:%00,16594.50,16594.50,16591.75,16592.50,25
2023-12-15 03:12:%00,16592.25,16594.00,16591.50,16591.50,21
2023-12-15 03:13:%00,16591.50,16592.75,16591.00,16592.50,7
2023-12-15 03:14:%00,16593.25,16595.25,16593.00,16594.75,27
2023-12-15 03:15:%00,16594.75,16596.00,16594.00,16594.00,23
2023-12-15 03:16:%00,16593.75,16594.50,16591.75,16591.75,12
2023-12-15 03:17:%00,16591.50,16595.50,16591.50,16595.25,28
2023-12-15 03:18:%00,16594.75,16596.25,16593.25,16593.25,24
2023-12-15 03:19:%00,16593.75,16596.25,16592.50,16595.75,14
2023-12-15 03:20:%00,16595.75,16597.25,16595.00,16596.00,19
2023-12-15 03:21:%00,16595.25,16596.25,16594.75,16595.75,14
2023-12-15 03:22:%00,16596.00,16597.00,16594.00,16596.00,32
2023-12-15 03:23:%00,16596.50,16598.00,16596.25,16598.00,13
2023-12-15 03:24:%00,16597.50,16598.25,16597.00,16598.00,12
2023-12-15 03:25:%00,16597.50,16598.25,16597.00,16597.50,9
2023-12-15 03:26:%00,16597.00,16598.25,16595.25,16595.25,10
2023-12-15 03:27:%00,16594.75,16595.25,16594.75,16595.25,2
2023-12-15 03:28:%00,16595.50,16596.00,16594.00,16594.50,9
2023-12-15 03:29:%00,16595.75,16595.75,16595.75,16595.75,1
2023-12-15 03:30:%00,16597.00,16597.00,16594.00,16594.00,7
2023-12-15 03:31:%00,16594.00,16594.75,16592.75,16594.75,7
2023-12-15 03:32:%00,16593.75,16593.75,16593.75,16593.75,1
2023-12-15 03:33:%00,16591.00,16591.75,16590.75,16591.50,6
2023-12-15 03:34:%00,16593.25,16596.00,16593.25,16595.00,6
2023-12-15 03:35:%00,16594.00,16595.25,16594.00,16595.25,3
2023-12-15 03:36:%00,16596.25,16596.25,16594.00,16594.00,3
2023-12-15 03:37:%00,16596.00,16596.75,16596.00,16596.75,4
2023-12-15 03:38:%00,16596.50,16597.25,16596.50,16596.50,4
2023-12-15 03:39:%00,16597.25,16597.25,16595.25,16595.25,4
2023-12-15 03:40:%00,16595.00,16595.00,16593.75,16594.25,3
2023-12-15 03:41:%00,16594.00,16594.00,16594.00,16594.00,1
2023-12-15 03:42:%00,16593.25,16593.50,16593.00,16593.50,5
2023-12-15 03:43:%00,16594.00,16595.00,16594.00,16595.00,3
2023-12-15 03:44:%00,16596.25,16598.00,16596.00,16598.00,11
2023-12-15 03:45:%00,16596.00,16600.00,16596.00,16600.00,9
2023-12-15 03:46:%00,16598.50,16599.50,16597.00,16598.50,10
2023-12-15 03:47:%00,16597.25,16597.25,16597.25,16597.25,1
2023-12-15 03:48:%00,16597.50,16598.75,16597.50,16598.00,3
2023-12-15 03:49:%00,16598.00,16598.00,16597.00,16597.00,2
2023-12-15 03:50:%00,16596.50,16596.50,16596.50,16596.50,1
2023-12-15 03:51:%00,16596.50,16596.50,16596.50,16596.50,0
2023-12-15 03:52:%00,16598.75,16599.00,16598.75,16599.00,2
2023-12-15 03:53:%00,16599.00,16599.25,16599.00,16599.00,2
2023-12-15 03:54:%00,16598.75,16599.00,16597.50,16597.50,3
2023-12-15 03:55:%00,16597.75,16598.50,16597.75,16597.75,4
2023-12-15 03:56:%00,16597.50,16600.00,16597.50,16600.00,10
2023-12-15 03:57:%00,16599.50,16600.00,16598.75,16598.75,5
2023-12-15 03:58:%00,16600.50,16601.00,16598.50,16600.50,6
2023-12-15 03:59:%00,16600.00,16600.00,16599.75,16599.75,2
2023-12-15 04:00:%00,16600.00,16602.25,16600.00,16601.50,17
2023-12-15 04:01:%00,16602.50,16602.50,16601.25,16601.50,8
2023-12-15 04:02:%00,16601.50,16603.00,16601.50,16601.50,5
2023-12-15 04:03:%00,16601.25,16601.25,16600.00,16600.00,11
2023-12-15 04:04:%00,16600.00,16601.00,16600.00,16600.75,5
2023-12-15 04:05:%00,16601.00,16601.00,16599.00,16599.50,11
2023-12-15 04:06:%00,16598.50,16599.00,16598.00,16598.00,10
2023-12-15 04:07:%00,16600.00,16601.00,16600.00,16601.00,2
2023-12-15 04:08:%00,16601.25,16602.00,16600.00,16600.00,6
2023-12-15 04:09:%00,16600.00,16600.50,16599.25,16599.75,6
2023-12-15 04:10:%00,16600.00,16600.00,16598.50,16598.50,5
2023-12-15 04:11:%00,16597.50,16597.75,16596.50,16597.75,12
2023-12-15 04:12:%00,16597.75,16598.00,16596.25,16597.25,13
2023-12-15 04:13:%00,16597.25,16598.50,16595.50,16596.75,12
2023-12-15 04:14:%00,16597.00,16598.00,16597.00,16597.00,7
2023-12-15 04:15:%00,16596.50,16596.50,16596.50,16596.50,1
2023-12-15 04:16:%00,16596.75,16601.00,16596.75,16600.00,15
2023-12-15 04:17:%00,16599.75,16602.50,16599.50,16602.00,10
2023-12-15 04:18:%00,16601.75,16602.50,16601.50,16602.50,5
2023-12-15 04:19:%00,16602.75,16606.50,16602.25,16602.25,30
2023-12-15 04:20:%00,16602.25,16602.50,16597.50,16597.50,11
2023-12-15 04:21:%00,16599.25,16599.25,16597.00,16597.00,3
2023-12-15 04:22:%00,16600.75,16602.50,16600.75,16602.25,7
2023-12-15 04:23:%00,16598.25,16598.75,16597.00,16598.75,8
2023-12-15 04:24:%00,16597.75,16597.75,16597.00,16597.00,4
2023-12-15 04:25:%00,16597.25,16597.25,16596.50,16597.00,5
2023-12-15 04:27:%00,16599.25,16599.25,16599.00,16599.00,2
2023-12-15 04:28:%00,16598.25,16598.25,16598.25,16598.25,1
2023-12-15 04:29:%00,16602.00,16602.25,16601.75,16601.75,5
2023-12-15 04:30:%00,16601.50,16601.50,16598.00,16598.00,10
2023-12-15 04:31:%00,16597.75,16598.00,16596.50,16597.00,15
2023-12-15 04:32:%00,16596.75,16597.50,16595.75,16597.50,9
2023-12-15 04:33:%00,16597.25,16597.25,16595.75,16595.75,3
2023-12-15 04:34:%00,16596.25,16596.25,16594.75,16594.75,8
2023-12-15 04:35:%00,16595.00,16595.25,16594.50,16594.50,5
2023-12-15 04:36:%00,16595.50,16595.50,16594.00,16594.00,6
2023-12-15 04:37:%00,16593.75,16595.75,16593.00,16595.75,7
2023-12-15 04:38:%00,16596.50,16596.50,16595.00,16595.00,5
2023-12-15 04:39:%00,16594.00,16594.00,16592.00,16593.00,5
2023-12-15 04:40:%00,16592.50,16592.50,16588.00,16591.25,30
