datetime,open,high,low,close,volume
2023-12-15 04:41:%00,16589.75,16589.75,16586.25,16586.25,5
2023-12-15 04:42:%00,16586.25,16588.00,16585.75,16588.00,5
2023-12-15 04:43:%00,16587.75,16589.00,16587.00,16589.00,4
2023-12-15 04:44:%00,16589.00,16591.00,16589.00,16591.00,5
2023-12-15 04:45:%00,16588.75,16589.50,16588.00,16588.00,6
2023-12-15 04:47:%00,16588.50,16592.75,16588.50,16590.00,7
2023-12-15 04:48:%00,16589.25,16591.00,16587.75,16589.25,9
2023-12-15 04:49:%00,16588.25,16590.75,16588.25,16590.75,7
2023-12-15 04:50:%00,16592.25,16594.75,16592.25,16594.50,12
2023-12-15 04:51:%00,16592.75,16594.25,16590.50,16592.00,11
2023-12-15 04:52:%00,16592.75,16592.75,16591.00,16591.00,2
2023-12-15 04:53:%00,16591.00,16591.00,16589.00,16589.50,6
2023-12-15 04:54:%00,16590.25,16591.00,16589.25,16591.00,3
2023-12-15 04:55:%00,16590.25,16590.25,16590.25,16590.25,1
2023-12-15 04:57:%00,16592.00,16592.75,16590.75,16592.75,8
2023-12-15 04:58:%00,16593.25,16595.50,16593.25,16593.50,13
2023-12-15 04:59:%00,16590.50,16591.25,16590.25,16590.25,6
2023-12-15 05:00:%00,16590.00,16591.75,16589.00,16589.50,12
2023-12-15 05:02:%00,16590.00,16590.00,16587.00,16587.00,9
2023-12-15 05:03:%00,16586.75,16589.00,16586.00,16588.50,9
2023-12-15 05:04:%00,16587.25,16588.00,16586.50,16588.00,4
2023-12-15 05:05:%00,16588.00,16592.00,16588.00,16591.75,7
2023-12-15 05:06:%00,16591.75,16595.25,16591.00,16593.50,13
2023-12-15 05:07:%00,16593.25,16593.25,16591.75,16592.75,3
2023-12-15 05:08:%00,16592.50,16593.75,16592.50,16593.00,9
2023-12-15 05:09:%00,16596.75,16596.75,16594.50,16594.50,3
2023-12-15 05:10:%00,16596.00,16597.75,16596.00,16596.75,9
2023-12-15 05:11:%00,16596.75,16598.50,16596.75,16598.50,10
2023-12-15 05:12:%00,16599.00,16600.00,16598.25,16600.00,6
2023-12-15 05:13:%00,16599.25,16600.75,16598.50,16600.25,6
2023-12-15 05:14:%00,16599.00,16601.25,16598.75,16601.25,7
2023-12-15 05:15:%00,16600.75,16602.25,16600.75,16602.00,11
2023-12-15 05:16:%00,16601.50,16601.50,16600.50,16600.50,2
2023-12-15 05:17:%00,16600.00,16601.00,16599.00,16601.00,4
2023-12-15 05:18:%00,16601.50,16602.75,16601.25,16602.75,6
2023-12-15 05:19:%00,16602.75,16605.00,16602.75,16604.00,4
2023-12-15 05:20:%00,16604.00,16605.00,16604.00,16604.50,3
2023-12-15 05:21:%00,16604.25,16604.25,16602.75,16602.75,4
2023-12-15 05:22:%00,16602.25,16602.25,16600.50,16600.50,7
2023-12-15 05:23:%00,16601.00,16601.50,16600.25,16601.50,7
2023-12-15 05:24:%00,16601.75,16604.00,16601.75,16604.00,5
2023-12-15 05:25:%00,16603.25,16604.00,16600.00,16600.00,8
2023-12-15 05:26:%00,16601.25,16601.25,16601.25,16601.25,1
2023-12-15 05:27:%00,16600.00,16600.75,16600.00,16600.75,2
2023-12-15 05:28:%00,16601.25,16601.50,16600.75,16600.75,3
2023-12-15 05:29:%00,16601.50,16602.50,16601.00,16601.00,4
2023-12-15 05:30:%00,16600.00,16602.75,16600.00,16602.75,2
2023-12-15 05:31:%00,16603.25,16603.50,16603.25,16603.25,3
2023-12-15 05:32:%00,16604.50,16604.50,16604.25,16604.50,3
2023-12-15 05:33:%00,16605.00,16605.00,16602.75,16602.75,5
2023-12-15 05:34:%00,16603.00,16603.00,16603.00,16603.00,1
2023-12-15 05:35:%00,16602.50,16602.50,16602.00,16602.50,4
2023-12-15 05:36:%00,16601.25,16601.50,16601.25,16601.50,2
2023-12-15 05:37:%00,16602.50,16602.50,16602.50,16602.50,1
2023-12-15 05:39:%00,16601.50,16601.50,16601.50,16601.50,1
2023-12-15 05:40:%00,16601.50,16604.00,16601.50,16604.00,11
2023-12-15 05:41:%00,16604.00,16604.25,16600.50,16600.50,4
2023-12-15 05:42:%00,16601.25,16601.25,16601.25,16601.25,1
2023-12-15 05:43:%00,16600.50,16600.50,16597.00,16597.50,14
2023-12-15 05:44:%00,16597.00,16597.50,16596.50,16597.50,4
2023-12-15 05:45:%00,16597.00,16598.50,16596.75,16598.50,5
2023-12-15 05:46:%00,16598.75,16600.50,16598.50,16600.50,6
2023-12-15 05:47:%00,16600.75,16601.00,16600.75,16600.75,3
2023-12-15 05:48:%00,16601.00,16602.75,16601.00,16602.25,3
2023-12-15 05:49:%00,16603.00,16604.50,16603.00,16603.75,4
2023-12-15 05:50:%00,16603.50,16605.00,16602.25,16604.75,9
2023-12-15 05:51:%00,16604.50,16604.50,16604.50,16604.50,1
2023-12-15 05:52:%00,16603.50,16603.50,16602.75,16602.75,4
2023-12-15 05:53:%00,16602.00,16603.00,16602.00,16603.00,2
2023-12-15 05:54:%00,16603.50,16603.50,16603.50,16603.50,1
2023-12-15 05:55:%00,16602.75,16603.25,16601.50,16601.50,10
2023-12-15 05:56:%00,16600.00,16600.50,16599.50,16600.50,5
2023-12-15 05:57:%00,16601.00,16601.00,16596.75,16598.25,5
2023-12-15 05:58:%00,16598.75,16598.75,16598.75,16598.75,1
2023-12-15 05:59:%00,16598.25,16598.25,16597.00,16598.00,8
2023-12-15 06:00:%00,16596.50,16596.50,16595.75,16596.50,11
2023-12-15 06:01:%00,16595.25,16596.00,16594.50,16596.00,6
2023-12-15 06:02:%00,16595.75,16596.50,16595.75,16596.50,3
2023-12-15 06:03:%00,16597.75,16598.00,16596.25,16596.25,4
2023-12-15 06:04:%00,16595.25,16595.25,16594.00,16594.75,6
2023-12-15 06:05:%00,16595.25,16597.75,16595.25,16597.75,9
2023-12-15 06:06:%00,16597.75,16599.25,16597.75,16599.25,6
2023-12-15 06:07:%00,16599.75,16600.75,16599.25,16599.50,9
2023-12-15 06:08:%00,16599.50,16599.50,16599.50,16599.50,0
2023-12-15 06:09:%00,16595.50,16595.75,16593.00,16594.50,11
2023-12-15 06:10:%00,16594.25,16595.50,16593.50,16595.50,9
2023-12-15 06:11:%00,16598.50,16598.50,16598.50,16598.50,1
2023-12-15 06:12:%00,16597.25,16598.00,16596.25,16596.25,7
2023-12-15 06:13:%00,16597.00,16597.25,16596.75,16596.75,3
2023-12-15 06:14:%00,16595.50,16595.50,16594.00,16594.00,5
2023-12-15 06:15:%00,16594.00,16595.50,16594.00,16594.25,7
2023-12-15 06:16:%00,16597.00,16597.25,16597.00,16597.25,2
2023-12-15 06:17:%00,16596.50,16597.50,16596.25,16596.25,8
2023-12-15 06:18:%00,16596.25,16596.25,16596.25,16596.25,0
2023-12-15 06:19:%00,16597.25,16598.75,16597.25,16598.75,3
2023-12-15 06:20:%00,16599.50,16599.75,16598.75,16599.75,5
2023-12-15 06:21:%00,16601.25,16601.25,16600.75,16601.00,3
2023-12-15 06:22:%00,16600.00,16600.00,16598.00,16598.00,3
2023-12-15 06:23:%00,16598.00,16598.50,16598.00,16598.50,1
2023-12-15 06:24:%00,16600.75,16602.25,16599.75,16601.25,6
2023-12-15 06:25:%00,16600.50,16602.00,16600.50,16602.00,3
2023-12-15 06:26:%00,16600.50,16600.50,16600.50,16600.50,1
2023-12-15 06:27:%00,16601.50,16601.50,16598.75,16598.75,5
2023-12-15 06:28:%00,16600.00,16601.75,16600.00,16600.25,5
2023-12-15 06:29:%00,16598.00,16599.00,16594.00,16599.00,18
2023-12-15 06:30:%00,16599.50,16600.00,16598.75,16598.75,8
2023-12-15 06:31:%00,16597.00,16597.25,16596.75,16597.25,4
2023-12-15 06:32:%00,16597.25,16597.50,16596.75,16597.50,4
2023-12-15 06:33:%00,16596.50,16596.50,16595.00,16595.75,7
2023-12-15 06:34:%00,16596.50,16597.75,16596.50,16597.75,2
2023-12-15 06:35:%00,16597.75,16599.50,16597.75,16599.50,4
2023-12-15 06:36:%00,16599.50,16601.25,16597.75,16600.75,10
2023-12-15 06:37:%00,16601.00,16602.25,16601.00,16602.25,5
2023-12-15 06:38:%00,16602.50,16603.00,16600.25,16600.75,12
2023-12-15 06:39:%00,16600.00,16601.00,16600.00,16601.00,3
2023-12-15 06:40:%00,16598.50,16599.25,16598.00,16599.00,4
2023-12-15 06:41:%00,16599.00,16599.50,16598.75,16598.75,3
2023-12-15 06:42:%00,16598.75,16598.75,16597.50,16597.50,8
2023-12-15 06:43:%00,16597.75,16598.00,16596.25,16596.25,6
2023-12-15 06:44:%00,16595.75,16596.25,16595.00,16595.00,11
2023-12-15 06:45:%00,16595.75,16595.75,16594.50,16594.50,6
2023-12-15 06:46:%00,16595.00,16595.00,16594.00,16594.50,7
2023-12-15 06:47:%00,16594.75,16595.75,16594.75,16595.75,2
2023-12-15 06:48:%00,16597.50,16597.50,16596.50,16596.75,3
2023-12-15 06:49:%00,16595.25,16595.25,16590.75,16592.75,26
2023-12-15 06:50:%00,16591.00,16591.25,16590.00,16590.75,15
2023-12-15 06:51:%00,16590.00,16591.00,16590.00,16590.25,5
2023-12-15 06:52:%00,16590.00,16590.00,16584.00,16584.00,10
2023-12-15 06:53:%00,16585.00,16587.25,16585.00,16585.25,10
2023-12-15 06:54:%00,16585.25,16588.00,16585.25,16587.50,5
2023-12-15 06:55:%00,16587.50,16588.75,16585.25,16588.75,10
2023-12-15 06:56:%00,16588.50,16588.50,16586.00,16586.25,7
2023-12-15 06:57:%00,16586.00,16586.50,16584.00,16586.25,14
2023-12-15 06:58:%00,16586.25,16586.75,16584.50,16586.75,7
2023-12-15 06:59:%00,16586.75,16589.00,16585.75,16589.00,5
2023-12-15 07:00:%00,16589.25,16590.50,16586.75,16589.50,39
2023-12-15 07:01:%00,16589.75,16592.75,16589.50,16590.00,13
2023-12-15 07:02:%00,16590.75,16592.00,16590.25,16592.00,4
2023-12-15 07:03:%00,16592.00,16592.50,16588.50,16588.50,13
2023-12-15 07:04:%00,16588.75,16591.00,16588.50,16591.00,11
2023-12-15 07:05:%00,16588.50,16590.25,16588.50,16589.50,6
2023-12-15 07:06:%00,16588.75,16588.75,16586.00,16586.00,10
2023-12-15 07:07:%00,16586.00,16586.25,16584.00,16586.25,12
2023-12-15 07:08:%00,16587.00,16587.00,16584.25,16586.75,11
2023-12-15 07:09:%00,16589.75,16590.00,16588.00,16589.25,7
2023-12-15 07:10:%00,16588.25,16591.00,16586.75,16590.50,17
2023-12-15 07:11:%00,16590.75,16593.50,16590.25,16590.50,11
2023-12-15 07:12:%00,16590.50,16591.00,16589.75,16590.00,5
2023-12-15 07:13:%00,16591.75,16592.50,16591.00,16592.50,5
2023-12-15 07:14:%00,16591.75,16591.75,16590.50,16590.50,2
2023-12-15 07:15:%00,16591.50,16592.25,16591.50,16591.75,4
2023-12-15 07:16:%00,16592.50,16592.50,16584.75,16590.25,34
2023-12-15 07:17:%00,16591.00,16591.50,16590.00,16590.00,8
2023-12-15 07:18:%00,16590.00,16590.00,16587.50,16588.50,6
2023-12-15 07:19:%00,16588.25,16589.50,16587.75,16587.75,7
2023-12-15 07:20:%00,16587.25,16589.50,16586.50,16589.50,7
2023-12-15 07:21:%00,16590.00,16591.00,16585.50,16586.25,10
2023-12-15 07:22:%00,16586.75,16587.25,16584.00,16587.25,11
2023-12-15 07:23:%00,16586.50,16591.50,16586.50,16591.50,13
2023-12-15 07:24:%00,16589.50,16590.25,16589.25,16590.25,7
2023-12-15 07:25:%00,16589.25,16589.25,16587.25,16588.50,17
2023-12-15 07:26:%00,16588.00,16590.25,16587.00,16590.25,8
2023-12-15 07:27:%00,16591.00,16595.50,16590.00,16593.00,19
2023-12-15 07:28:%00,16593.00,16595.50,16593.00,16593.75,4
2023-12-15 07:29:%00,16594.25,16597.25,16593.50,16594.50,13
2023-12-15 07:30:%00,16596.75,16605.00,16594.25,16597.50,28
2023-12-15 07:31:%00,16600.75,16603.25,16599.00,16601.25,13
2023-12-15 07:32:%00,16603.25,16603.25,16586.50,16586.50,33
2023-12-15 07:33:%00,16588.50,16593.50,16586.50,16586.50,28
2023-12-15 07:34:%00,16587.00,16587.50,16580.75,16583.50,51
2023-12-15 07:35:%00,16586.50,16589.00,16582.75,16585.75,17
2023-12-15 07:36:%00,16586.75,16587.50,16577.00,16579.25,29
2023-12-15 07:37:%00,16578.25,16583.25,16577.50,16583.25,26
2023-12-15 07:38:%00,16581.75,16583.00,16577.00,16577.00,15
2023-12-15 07:39:%00,16577.50,16577.50,16564.00,16564.25,72
2023-12-15 07:40:%00,16564.75,16571.25,16560.00,16570.50,56
2023-12-15 07:41:%00,16568.00,16568.00,16559.00,16561.25,37
2023-12-15 07:42:%00,16560.00,16562.75,16553.00,16554.75,37
2023-12-15 07:43:%00,16552.75,16561.50,16550.00,16559.75,40
2023-12-15 07:44:%00,16558.25,16568.00,16558.25,16565.50,40
2023-12-15 07:45:%00,16565.25,16569.50,16562.25,16567.25,19
2023-12-15 07:46:%00,16568.00,16572.00,16567.00,16567.25,18
2023-12-15 07:47:%00,16568.25,16570.50,16563.00,16565.75,29
2023-12-15 07:48:%00,16564.00,16567.25,16560.50,16561.25,18
2023-12-15 07:49:%00,16561.50,16566.50,16560.75,16565.75,8
2023-12-15 07:50:%00,16564.75,16568.50,16564.25,16568.50,14
2023-12-15 07:51:%00,16568.00,16571.00,16564.75,16564.75,31
2023-12-15 07:52:%00,16566.75,16569.00,16564.00,16568.25,6
2023-12-15 07:53:%00,16568.75,16572.00,16568.50,16569.75,20
2023-12-15 07:54:%00,16572.00,16579.75,16572.00,16578.25,28
2023-12-15 07:55:%00,16574.00,16580.00,16573.50,16576.75,13
2023-12-15 07:56:%00,16576.50,16576.50,16571.25,16571.50,17
2023-12-15 07:57:%00,16571.25,16576.00,16569.75,16576.00,18
2023-12-15 07:58:%00,16576.00,16580.00,16576.00,16578.50,16
2023-12-15 07:59:%00,16578.25,16581.75,16576.00,16581.00,24
2023-12-15 08:00:%00,16582.50,16585.00,16577.00,16577.00,43
2023-12-15 08:01:%00,16580.75,16582.50,16580.75,16582.00,15
2023-12-15 08:02:%00,16582.00,16584.75,16581.25,16583.00,26
2023-12-15 08:03:%00,16584.25,16594.25,16584.00,16593.25,26
2023-12-15 08:04:%00,16593.00,16594.25,16587.00,16590.50,32
2023-12-15 08:05:%00,16590.25,16591.50,16585.25,16588.25,25
2023-12-15 08:06:%00,16590.75,16593.00,16590.25,16593.00,15
2023-12-15 08:07:%00,16593.00,16593.75,16587.75,16591.50,13
2023-12-15 08:08:%00,16591.00,16593.00,16591.00,16593.00,9
2023-12-15 08:09:%00,16590.25,16592.50,16590.25,16590.75,6
2023-12-15 08:10:%00,16591.00,16594.50,16589.00,16592.50,30
2023-12-15 08:11:%00,16594.25,16599.50,16592.25,16599.50,35
2023-12-15 08:12:%00,16599.00,16605.00,16598.00,16598.50,28
2023-12-15 08:13:%00,16601.75,16605.00,16599.00,16604.00,30
2023-12-15 08:14:%00,16604.00,16604.00,16600.50,16604.00,12
2023-12-15 08:15:%00,16603.50,16605.00,16600.25,16603.50,25
2023-12-15 08:16:%00,16603.75,16608.75,16603.75,16607.25,33
2023-12-15 08:17:%00,16607.00,16607.00,16603.75,16605.50,23
2023-12-15 08:18:%00,16607.00,16609.00,16606.75,16608.75,15
2023-12-15 08:19:%00,16609.00,16609.25,16605.75,16608.00,27
2023-12-15 08:20:%00,16606.25,16608.50,16605.00,16606.50,24
2023-12-15 08:21:%00,16606.50,16608.00,16605.00,16607.75,14
2023-12-15 08:22:%00,16607.25,16608.00,16602.75,16604.00,34
2023-12-15 08:23:%00,16602.50,16602.50,16598.50,16600.25,31
2023-12-15 08:24:%00,16599.75,16604.50,16599.75,16602.00,22
2023-12-15 08:25:%00,16602.00,16603.75,16591.25,16600.00,37
2023-12-15 08:26:%00,16592.75,16601.00,16588.75,16590.75,31
2023-12-15 08:27:%00,16599.00,16599.00,16578.25,16588.00,47
2023-12-15 08:28:%00,16588.00,16595.00,16572.25,16585.00,69
2023-12-15 08:29:%00,16575.50,16593.00,16530.00,16583.25,94
2023-12-15 11:18:%00,16530.25,16530.25,16530.25,16530.25,1
